category_key,category_name,pair_slug,concept_label,positive_concept,negative_concept,direction,num_layers,hidden_dim,path
ideology,IDEOLOGY,ideology__risk_averse__risk_seeking,risk-averse vs risk-seeking,risk-averse,risk-seeking,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__risk_averse__risk_seeking/base_to_neg.npy
ideology,IDEOLOGY,ideology__risk_averse__risk_seeking,risk-averse vs risk-seeking,risk-averse,risk-seeking,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__risk_averse__risk_seeking/base_to_pos.npy
ideology,IDEOLOGY,ideology__risk_averse__risk_seeking,risk-averse vs risk-seeking,risk-averse,risk-seeking,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__risk_averse__risk_seeking/neg_to_pos.npy
ideology,IDEOLOGY,ideology__risk_averse__risk_seeking,risk-averse vs risk-seeking,risk-averse,risk-seeking,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__risk_averse__risk_seeking/pos_to_neg.npy
ideology,IDEOLOGY,ideology__security_priority__freedom_priority,security-priority vs freedom-priority,security-priority,freedom-priority,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__security_priority__freedom_priority/base_to_neg.npy
ideology,IDEOLOGY,ideology__security_priority__freedom_priority,security-priority vs freedom-priority,security-priority,freedom-priority,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__security_priority__freedom_priority/base_to_pos.npy
ideology,IDEOLOGY,ideology__security_priority__freedom_priority,security-priority vs freedom-priority,security-priority,freedom-priority,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__security_priority__freedom_priority/neg_to_pos.npy
ideology,IDEOLOGY,ideology__security_priority__freedom_priority,security-priority vs freedom-priority,security-priority,freedom-priority,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__security_priority__freedom_priority/pos_to_neg.npy
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_cohesion__individual_autonomy/base_to_neg.npy
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_cohesion__individual_autonomy/base_to_pos.npy
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_cohesion__individual_autonomy/neg_to_pos.npy
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_cohesion__individual_autonomy/pos_to_neg.npy
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_equality__outcome_inequality_acceptance/base_to_neg.npy
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_equality__outcome_inequality_acceptance/base_to_pos.npy
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_equality__outcome_inequality_acceptance/neg_to_pos.npy
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_equality__outcome_inequality_acceptance/pos_to_neg.npy
ideology,IDEOLOGY,ideology__social_safety_net__minimal_welfare,social-safety-net vs minimal-welfare,social-safety-net,minimal-welfare,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_safety_net__minimal_welfare/base_to_neg.npy
ideology,IDEOLOGY,ideology__social_safety_net__minimal_welfare,social-safety-net vs minimal-welfare,social-safety-net,minimal-welfare,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_safety_net__minimal_welfare/base_to_pos.npy
ideology,IDEOLOGY,ideology__social_safety_net__minimal_welfare,social-safety-net vs minimal-welfare,social-safety-net,minimal-welfare,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_safety_net__minimal_welfare/neg_to_pos.npy
ideology,IDEOLOGY,ideology__social_safety_net__minimal_welfare,social-safety-net vs minimal-welfare,social-safety-net,minimal-welfare,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_safety_net__minimal_welfare/pos_to_neg.npy
ideology,IDEOLOGY,ideology__social_stability__disruptive_change,social-stability vs disruptive-change,social-stability,disruptive-change,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_stability__disruptive_change/base_to_neg.npy
ideology,IDEOLOGY,ideology__social_stability__disruptive_change,social-stability vs disruptive-change,social-stability,disruptive-change,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_stability__disruptive_change/base_to_pos.npy
ideology,IDEOLOGY,ideology__social_stability__disruptive_change,social-stability vs disruptive-change,social-stability,disruptive-change,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_stability__disruptive_change/neg_to_pos.npy
ideology,IDEOLOGY,ideology__social_stability__disruptive_change,social-stability vs disruptive-change,social-stability,disruptive-change,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__social_stability__disruptive_change/pos_to_neg.npy
ideology,IDEOLOGY,ideology__strict_regulation__flexible_regulation,strict-regulation vs flexible-regulation,strict-regulation,flexible-regulation,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__strict_regulation__flexible_regulation/base_to_neg.npy
ideology,IDEOLOGY,ideology__strict_regulation__flexible_regulation,strict-regulation vs flexible-regulation,strict-regulation,flexible-regulation,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__strict_regulation__flexible_regulation/base_to_pos.npy
ideology,IDEOLOGY,ideology__strict_regulation__flexible_regulation,strict-regulation vs flexible-regulation,strict-regulation,flexible-regulation,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__strict_regulation__flexible_regulation/neg_to_pos.npy
ideology,IDEOLOGY,ideology__strict_regulation__flexible_regulation,strict-regulation vs flexible-regulation,strict-regulation,flexible-regulation,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__strict_regulation__flexible_regulation/pos_to_neg.npy
ideology,IDEOLOGY,ideology__tradition_priority__progress_priority,tradition-priority vs progress-priority,tradition-priority,progress-priority,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__tradition_priority__progress_priority/base_to_neg.npy
ideology,IDEOLOGY,ideology__tradition_priority__progress_priority,tradition-priority vs progress-priority,tradition-priority,progress-priority,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__tradition_priority__progress_priority/base_to_pos.npy
ideology,IDEOLOGY,ideology__tradition_priority__progress_priority,tradition-priority vs progress-priority,tradition-priority,progress-priority,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__tradition_priority__progress_priority/neg_to_pos.npy
ideology,IDEOLOGY,ideology__tradition_priority__progress_priority,tradition-priority vs progress-priority,tradition-priority,progress-priority,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__tradition_priority__progress_priority/pos_to_neg.npy
ideology,IDEOLOGY,ideology__universal_policy__targeted_policy,universal-policy vs targeted-policy,universal-policy,targeted-policy,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__universal_policy__targeted_policy/base_to_neg.npy
ideology,IDEOLOGY,ideology__universal_policy__targeted_policy,universal-policy vs targeted-policy,universal-policy,targeted-policy,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__universal_policy__targeted_policy/base_to_pos.npy
ideology,IDEOLOGY,ideology__universal_policy__targeted_policy,universal-policy vs targeted-policy,universal-policy,targeted-policy,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__universal_policy__targeted_policy/neg_to_pos.npy
ideology,IDEOLOGY,ideology__universal_policy__targeted_policy,universal-policy vs targeted-policy,universal-policy,targeted-policy,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__universal_policy__targeted_policy/pos_to_neg.npy
ideology,IDEOLOGY,ideology__urban_development__environmental_preservation,urban-development vs environmental-preservation,urban-development,environmental-preservation,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__urban_development__environmental_preservation/base_to_neg.npy
ideology,IDEOLOGY,ideology__urban_development__environmental_preservation,urban-development vs environmental-preservation,urban-development,environmental-preservation,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__urban_development__environmental_preservation/base_to_pos.npy
ideology,IDEOLOGY,ideology__urban_development__environmental_preservation,urban-development vs environmental-preservation,urban-development,environmental-preservation,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__urban_development__environmental_preservation/neg_to_pos.npy
ideology,IDEOLOGY,ideology__urban_development__environmental_preservation,urban-development vs environmental-preservation,urban-development,environmental-preservation,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__urban_development__environmental_preservation/pos_to_neg.npy
ideology,IDEOLOGY,ideology__welfare_expansion__fiscal_restraint,welfare-expansion vs fiscal-restraint,welfare-expansion,fiscal-restraint,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__welfare_expansion__fiscal_restraint/base_to_neg.npy
ideology,IDEOLOGY,ideology__welfare_expansion__fiscal_restraint,welfare-expansion vs fiscal-restraint,welfare-expansion,fiscal-restraint,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__welfare_expansion__fiscal_restraint/base_to_pos.npy
ideology,IDEOLOGY,ideology__welfare_expansion__fiscal_restraint,welfare-expansion vs fiscal-restraint,welfare-expansion,fiscal-restraint,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__welfare_expansion__fiscal_restraint/neg_to_pos.npy
ideology,IDEOLOGY,ideology__welfare_expansion__fiscal_restraint,welfare-expansion vs fiscal-restraint,welfare-expansion,fiscal-restraint,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/ideology/ideology__welfare_expansion__fiscal_restraint/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__abstract_wording__concrete_wording,abstract wording vs concrete wording,abstract wording,concrete wording,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__abstract_wording__concrete_wording/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__abstract_wording__concrete_wording,abstract wording vs concrete wording,abstract wording,concrete wording,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__abstract_wording__concrete_wording/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__abstract_wording__concrete_wording,abstract wording vs concrete wording,abstract wording,concrete wording,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__abstract_wording__concrete_wording/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__abstract_wording__concrete_wording,abstract wording vs concrete wording,abstract wording,concrete wording,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__abstract_wording__concrete_wording/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__academic_style__everyday_style,academic style vs everyday style,academic style,everyday style,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__academic_style__everyday_style/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__academic_style__everyday_style,academic style vs everyday style,academic style,everyday style,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__academic_style__everyday_style/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__academic_style__everyday_style,academic style vs everyday style,academic style,everyday style,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__academic_style__everyday_style/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__academic_style__everyday_style,academic style vs everyday style,academic style,everyday style,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__academic_style__everyday_style/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__analytic_presentation__descriptive_presentation,analytic presentation vs descriptive presentation,analytic presentation,descriptive presentation,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__analytic_presentation__descriptive_presentation/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__analytic_presentation__descriptive_presentation,analytic presentation vs descriptive presentation,analytic presentation,descriptive presentation,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__analytic_presentation__descriptive_presentation/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__analytic_presentation__descriptive_presentation,analytic presentation vs descriptive presentation,analytic presentation,descriptive presentation,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__analytic_presentation__descriptive_presentation/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__analytic_presentation__descriptive_presentation,analytic presentation vs descriptive presentation,analytic presentation,descriptive presentation,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__analytic_presentation__descriptive_presentation/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__basic_vocabulary__advanced_vocabulary,basic vocabulary vs advanced vocabulary,basic vocabulary,advanced vocabulary,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__basic_vocabulary__advanced_vocabulary/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__basic_vocabulary__advanced_vocabulary,basic vocabulary vs advanced vocabulary,basic vocabulary,advanced vocabulary,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__basic_vocabulary__advanced_vocabulary/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__basic_vocabulary__advanced_vocabulary,basic vocabulary vs advanced vocabulary,basic vocabulary,advanced vocabulary,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__basic_vocabulary__advanced_vocabulary/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__basic_vocabulary__advanced_vocabulary,basic vocabulary vs advanced vocabulary,basic vocabulary,advanced vocabulary,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__basic_vocabulary__advanced_vocabulary/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__brief__elaborate,brief vs elaborate,brief,elaborate,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__brief__elaborate/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__brief__elaborate,brief vs elaborate,brief,elaborate,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__brief__elaborate/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__brief__elaborate,brief vs elaborate,brief,elaborate,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__brief__elaborate/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__brief__elaborate,brief vs elaborate,brief,elaborate,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__brief__elaborate/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__bullet_point_style__paragraph_style,bullet-point style vs paragraph style,bullet-point style,paragraph style,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__bullet_point_style__paragraph_style/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__bullet_point_style__paragraph_style,bullet-point style vs paragraph style,bullet-point style,paragraph style,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__bullet_point_style__paragraph_style/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__bullet_point_style__paragraph_style,bullet-point style vs paragraph style,bullet-point style,paragraph style,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__bullet_point_style__paragraph_style/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__bullet_point_style__paragraph_style,bullet-point style vs paragraph style,bullet-point style,paragraph style,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__bullet_point_style__paragraph_style/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compact__expansive,compact vs expansive,compact,expansive,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compact__expansive/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compact__expansive,compact vs expansive,compact,expansive,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compact__expansive/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compact__expansive,compact vs expansive,compact,expansive,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compact__expansive/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compact__expansive,compact vs expansive,compact,expansive,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compact__expansive/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_explanation__expanded_explanation,compressed explanation vs expanded explanation,compressed explanation,expanded explanation,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_explanation__expanded_explanation/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_explanation__expanded_explanation,compressed explanation vs expanded explanation,compressed explanation,expanded explanation,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_explanation__expanded_explanation/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_explanation__expanded_explanation,compressed explanation vs expanded explanation,compressed explanation,expanded explanation,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_explanation__expanded_explanation/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_explanation__expanded_explanation,compressed explanation vs expanded explanation,compressed explanation,expanded explanation,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_explanation__expanded_explanation/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_syntax__expanded_syntax,compressed syntax vs expanded syntax,compressed syntax,expanded syntax,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_syntax__expanded_syntax/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_syntax__expanded_syntax,compressed syntax vs expanded syntax,compressed syntax,expanded syntax,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_syntax__expanded_syntax/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_syntax__expanded_syntax,compressed syntax vs expanded syntax,compressed syntax,expanded syntax,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_syntax__expanded_syntax/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_syntax__expanded_syntax,compressed syntax vs expanded syntax,compressed syntax,expanded syntax,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__compressed_syntax__expanded_syntax/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__conceptual_explanation__illustrative_explanation,conceptual explanation vs illustrative explanation,conceptual explanation,illustrative explanation,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__conceptual_explanation__illustrative_explanation/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__conceptual_explanation__illustrative_explanation,conceptual explanation vs illustrative explanation,conceptual explanation,illustrative explanation,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__conceptual_explanation__illustrative_explanation/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__conceptual_explanation__illustrative_explanation,conceptual explanation vs illustrative explanation,conceptual explanation,illustrative explanation,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__conceptual_explanation__illustrative_explanation/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__conceptual_explanation__illustrative_explanation,conceptual explanation vs illustrative explanation,conceptual explanation,illustrative explanation,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__conceptual_explanation__illustrative_explanation/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__concise__verbose,concise vs verbose,concise,verbose,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__concise__verbose/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__concise__verbose,concise vs verbose,concise,verbose,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__concise__verbose/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__concise__verbose,concise vs verbose,concise,verbose,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__concise__verbose/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__concise__verbose,concise vs verbose,concise,verbose,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__concise__verbose/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__condensed_expression__extended_expression,condensed expression vs extended expression,condensed expression,extended expression,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__condensed_expression__extended_expression/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__condensed_expression__extended_expression,condensed expression vs extended expression,condensed expression,extended expression,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__condensed_expression__extended_expression/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__condensed_expression__extended_expression,condensed expression vs extended expression,condensed expression,extended expression,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__condensed_expression__extended_expression/neg_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__condensed_expression__extended_expression,condensed expression vs extended expression,condensed expression,extended expression,pos_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__condensed_expression__extended_expression/pos_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__definition_first__example_first,definition-first vs example-first,definition-first,example-first,base_to_neg,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__definition_first__example_first/base_to_neg.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__definition_first__example_first,definition-first vs example-first,definition-first,example-first,base_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__definition_first__example_first/base_to_pos.npy
linguistic_style,LINGUISTIC STYLE,linguistic_style__definition_first__example_first,definition-first vs example-first,definition-first,example-first,neg_to_pos,35,2048,contrastive_hidden_states/data/steering_vectors/Qwen2.5-3B-Instruct/linguistic_style/linguistic_style__definition_first__example_first/neg_to_pos.npy
